video,frame,n_objects,mean_area,mean_confidence
45112025.MOV,439,4,309324.0,0.8216144641240438
45112025.MOV,440,4,309667.5,0.8025608857472738
45112025.MOV,441,4,310222.0,0.7673860192298889
45112025.MOV,442,4,310888.0,0.8052945733070374
45112025.MOV,443,4,311626.75,0.7372862299283346
45112025.MOV,444,4,312253.5,0.7236642241477966
45112025.MOV,445,4,312588.0,0.6185640792051951
45112025.MOV,446,4,312091.5,0.7648228605588278
45112025.MOV,447,4,311898.75,0.7342778642972311
45112025.MOV,448,4,311875.75,0.7106996178627014
45112025.MOV,449,4,311013.5,0.7032817800839742
45112025.MOV,450,4,311713.75,0.6581524610519409
45112025.MOV,451,4,312353.75,0.6363276839256287
45112025.MOV,452,4,313066.75,0.7586255669593811
45112025.MOV,453,4,314217.0,0.65044304728508
45112025.MOV,454,4,315810.0,0.7005906701087952
45112025.MOV,455,4,316018.5,0.7297053933143616
45112025.MOV,456,4,316085.75,0.7667626539866129
45112025.MOV,457,4,316484.25,0.758091390132904
45112025.MOV,458,4,318095.25,0.693188488483429
45112025.MOV,459,4,318959.75,0.5999861558278402
45112025.MOV,460,4,320349.0,0.6193711459636688
45112025.MOV,461,4,321755.5,0.6057988703250885
45112025.MOV,462,4,323109.25,0.7356664339701334
45112025.MOV,463,4,324398.0,0.7606129248936971
45112025.MOV,464,3,249738.66666666666,0.844250500202179
45112025.MOV,465,3,251172.0,0.6931049625078837
45112025.MOV,466,3,253864.0,0.7057357430458069
45112025.MOV,467,3,255314.0,0.727636327346166
45112025.MOV,468,3,257349.33333333334,0.7136357625325521
45112025.MOV,469,3,260182.33333333334,0.675335685412089
45112025.MOV,470,4,208649.75,0.6717581078410149
45112025.MOV,471,4,206004.75,0.6924030880133311
45112025.MOV,472,4,204430.25,0.7078075309594473
45112025.MOV,473,4,202189.5,0.5939262881875038
45112025.MOV,474,4,203756.0,0.6815717592835426
45112025.MOV,475,4,203618.5,0.7583683331807455
45112025.MOV,476,4,203282.5,0.6980229119459788
45112025.MOV,477,4,201310.0,0.5506925210356712
45112025.MOV,478,4,200602.0,0.5658288896083832
45112025.MOV,479,4,200328.0,0.6357311109701792
45112025.MOV,480,4,195803.5,0.6654672423998514
45112025.MOV,481,4,196676.0,0.5665302947163582
45112025.MOV,482,4,196887.0,0.5897702425718307
45112025.MOV,483,4,197399.25,0.675295002758503
45112025.MOV,484,4,194899.0,0.650981068611145
45112025.MOV,485,4,195188.25,0.7685468991597494
45112025.MOV,486,4,195351.5,0.6281768903136253
45112025.MOV,487,4,196693.25,0.5433766543865204
45112025.MOV,488,4,198531.5,0.5696688741445541
45112025.MOV,489,4,198903.25,0.4693157474199931
45112025.MOV,490,5,160877.0,0.6926007767518362
45112025.MOV,491,5,160702.8,0.5900737941265106
45112025.MOV,492,5,162395.2,0.5566508919000626
45112025.MOV,493,5,162733.4,0.5934633687138557
45112025.MOV,494,5,164175.2,0.684859961271286
45112025.MOV,495,5,165063.6,0.6389200389385223
45112025.MOV,496,5,166241.2,0.6797340512275696
45112025.MOV,497,6,150012.16666666666,0.5865136012434959
45112025.MOV,498,6,149658.66666666666,0.6557032838463783
45112025.MOV,499,6,151411.83333333334,0.5070156082510948
45112025.MOV,500,6,152112.33333333334,0.6477342148621877
45112025.MOV,501,7,132598.57142857142,0.5064387694001198
45112025.MOV,502,7,132243.57142857142,0.5614685813585917
45112025.MOV,503,7,132584.0,0.6422195633252462
45112025.MOV,504,7,132846.14285714287,0.7164445221424103
45112025.MOV,505,7,133491.42857142858,0.7897667288780212
45112025.MOV,506,7,133951.7142857143,0.779899924993515
45112025.MOV,507,7,134244.2857142857,0.547814130783081
45112025.MOV,508,7,139935.42857142858,0.5714226737618446
45112025.MOV,509,7,141619.14285714287,0.4819558337330818
45112025.MOV,510,7,142586.7142857143,0.5804832875728607
45112025.MOV,511,7,149990.0,0.4663910965124766
45112025.MOV,512,7,151523.0,0.7575552463531494
45112025.MOV,513,7,152423.42857142858,0.5678588971495628
45112025.MOV,514,7,154357.2857142857,0.786083847284317
45112025.MOV,515,7,152641.14285714287,0.5791850462555885
45112025.MOV,516,7,152147.7142857143,0.641479084889094
45112025.MOV,517,7,151890.2857142857,0.6705276146531105
45112025.MOV,518,7,151278.57142857142,0.4869953989982605
45112025.MOV,519,7,165356.14285714287,0.6331817408402761
45112025.MOV,520,7,165993.7142857143,0.45119795203208923
45112025.MOV,521,8,160994.125,0.650230273604393
45112025.MOV,522,8,161411.75,0.6051674112677574
45112025.MOV,523,8,164134.25,0.7795381744702657
45112025.MOV,524,8,167048.0,0.6410952111085256
45112025.MOV,525,8,170569.125,0.7629872560501099
45112025.MOV,526,8,173508.0,0.7777597904205322
45112025.MOV,527,8,176447.5,0.7670127153396606
45112025.MOV,528,9,176520.77777777778,0.8222210705280304
45112025.MOV,529,9,179693.55555555556,0.8760928511619568
45112025.MOV,530,8,206299.0,0.8649017512798309
45112025.MOV,531,8,209568.125,0.8880123198032379
45112025.MOV,532,8,212099.25,0.7534231543540955
45112025.MOV,533,9,208689.0,0.8942914009094238
45112025.MOV,534,9,211069.88888888888,0.9180285930633545
45112025.MOV,535,10,199390.5,0.7998684843381246
45112025.MOV,536,10,200940.7,0.9293828010559082
45112025.MOV,537,10,202323.9,0.9281576573848724
45112025.MOV,538,10,204101.8,0.8923731446266174
45112025.MOV,539,10,205652.5,0.8838670253753662
45112025.MOV,540,10,207519.3,0.588170200586319
45112025.MOV,541,9,219479.22222222222,0.6228008568286896
45112025.MOV,542,9,221448.66666666666,0.7231525182723999
45112025.MOV,543,9,223070.55555555556,0.5803798735141754
45112025.MOV,544,9,225319.0,0.729944258928299
45112025.MOV,545,10,216081.5,0.6190745234489441
45112025.MOV,546,10,218814.4,0.26024314761161804
45112025.MOV,547,11,223793.36363636365,0.6001046895980835
45112025.MOV,548,9,273863.1111111111,0.5468831062316895
45112025.MOV,549,9,281378.0,0.6487967520952225
45112025.MOV,550,9,288004.1111111111,0.7122175097465515
45112025.MOV,551,9,297258.55555555556,0.5826948136091232
45112025.MOV,552,9,302918.6666666667,0.7060163617134094
45112025.MOV,553,8,337682.25,0.684331864118576
45112025.MOV,554,8,343080.375,0.8913457989692688
45112025.MOV,555,7,388118.85714285716,0.7429576516151428
45112025.MOV,556,7,391192.71428571426,0.5512719452381134
45112025.MOV,557,6,378729.3333333333,0.6852214485406876
45112025.MOV,558,6,382585.3333333333,0.5950964987277985
45112025.MOV,559,6,385630.6666666667,0.7875103950500488
45112025.MOV,560,6,388315.1666666667,0.5600317120552063
45112025.MOV,561,6,389688.1666666667,0.8712639212608337
45112025.MOV,562,5,369519.4,0.6695610880851746
45112025.MOV,563,5,370505.0,0.8310975432395935
45112025.MOV,564,6,374574.1666666667,0.5896179378032684
45112025.MOV,565,6,373944.1666666667,0.6020011901855469
45112025.MOV,566,5,406415.0,0.831557035446167
45112025.MOV,567,5,404045.6,0.6278952658176422
45112025.MOV,568,5,401259.2,0.870629221200943
45112025.MOV,569,5,398644.8,0.6844806373119354
45112025.MOV,570,5,392982.0,0.689617395401001
45112025.MOV,571,5,386432.4,0.6270116666952769
45112025.MOV,572,5,378773.2,0.6093608438968658
45112025.MOV,573,5,371237.6,0.6721508403619131
45112025.MOV,574,5,364255.0,0.6629372934500376
45112025.MOV,575,5,357208.6,0.8422024846076965
45112025.MOV,576,4,302110.5,0.8291039764881134
45112025.MOV,577,4,292863.5,0.7811292111873627
45112025.MOV,578,4,285310.75,0.48350371917088825
45112025.MOV,579,3,322693.3333333333,0.7069299519062042
45112025.MOV,580,3,324554.3333333333,0.5772663056850433
45112025.MOV,581,3,323123.3333333333,0.5931078493595123
45112025.MOV,582,4,295175.5,0.5994379917780558
45112025.MOV,583,4,293787.25,0.6127069741487503
45112025.MOV,584,4,293824.75,0.5908611416816711
45112025.MOV,585,4,292334.25,0.6375877459843954
45112025.MOV,586,4,290973.5,0.5888610482215881
45112025.MOV,587,4,289429.5,0.5474058836698532
45112025.MOV,588,5,273380.4,0.5528853014111519
45112025.MOV,589,5,280617.0,0.41214506328105927
45112025.MOV,590,5,278541.2,0.6011334160963694
45112025.MOV,591,6,234070.0,0.581354059278965
45112025.MOV,592,6,233784.5,0.532179482281208
45112025.MOV,593,6,224402.33333333334,0.7255683243274689
45112025.MOV,594,6,218731.5,0.62507314234972
45112025.MOV,595,6,213811.83333333334,0.6555179730057716
45112025.MOV,596,6,209446.66666666666,0.5357262715697289
45112025.MOV,597,6,211093.66666666666,0.5427128300070763
45112025.MOV,598,6,204776.83333333334,0.6798135936260223
45112025.MOV,599,6,234954.83333333334,0.556426577270031
45112025.MOV,600,6,231728.83333333334,0.5820652693510056
45112025.MOV,601,6,230422.33333333334,0.8431234359741211
45112025.MOV,602,6,229300.83333333334,0.8686324059963226
45112025.MOV,603,6,229457.66666666666,0.6538759768009186
45112025.MOV,604,6,228461.33333333334,0.8655657172203064
45112025.MOV,605,6,226949.33333333334,0.9067945182323456
45112025.MOV,606,6,225844.16666666666,0.9156928062438965
45112025.MOV,607,6,224743.5,0.8984607458114624
45112025.MOV,608,6,223875.5,0.9063137471675873
45112025.MOV,609,6,222894.0,0.894733339548111
45112025.MOV,610,6,221994.16666666666,0.8880095779895782
45112025.MOV,611,6,220913.83333333334,0.8920111358165741
45112025.MOV,612,6,219586.83333333334,0.9064067602157593
45112025.MOV,613,6,218271.5,0.9080616235733032
45112025.MOV,614,6,217092.5,0.9128022193908691
45112025.MOV,615,6,215866.83333333334,0.9157724976539612
45112025.MOV,616,5,207625.2,0.9139875769615173
45112025.MOV,617,5,206612.2,0.9127154648303986
45112025.MOV,618,5,205240.0,0.9208073318004608
45112025.MOV,619,5,204274.0,0.9174004793167114
45112025.MOV,620,5,203572.8,0.8914830088615417
45112025.MOV,621,5,202467.8,0.8965434432029724
45112025.MOV,622,5,202349.6,0.8908471167087555
45112025.MOV,623,5,201378.8,0.8850489556789398
45112025.MOV,624,5,201169.2,0.8965772986412048
45112025.MOV,625,5,200187.0,0.8772934675216675
45112025.MOV,626,5,199196.2,0.8490181863307953
45112025.MOV,627,5,201119.8,0.8830085694789886
45112025.MOV,628,4,201097.75,0.8930753767490387
45112025.MOV,629,4,201214.0,0.8881374597549438
45112025.MOV,630,4,202495.75,0.8814697563648224
45112025.MOV,631,3,271146.3333333333,0.8531104624271393
45112025.MOV,632,3,269626.0,0.8640506267547607
45112025.MOV,633,3,270452.6666666667,0.8639951348304749
45112025.MOV,634,2,274547.5,0.8454896211624146
45112025.MOV,635,2,273824.0,0.8377572298049927
45112025.MOV,636,2,271726.0,0.8722259104251862
45112025.MOV,637,2,270152.0,0.8764103353023529
45112025.MOV,638,2,270943.5,0.8475858569145203
45112025.MOV,639,2,270960.5,0.832943320274353
45112025.MOV,640,2,272222.0,0.8629368245601654
45112025.MOV,641,2,273086.0,0.8371796905994415
45112025.MOV,642,2,273945.0,0.8197788298130035
45112025.MOV,643,2,275562.0,0.8351313173770905
45112025.MOV,644,2,275270.0,0.8076373636722565
45112025.MOV,645,2,277488.5,0.778382420539856
45112025.MOV,646,2,278214.0,0.7392356097698212
45112025.MOV,647,2,280703.0,0.8709251582622528
45112025.MOV,648,2,281454.0,0.8532948195934296
45112025.MOV,649,2,281718.5,0.8647160232067108
45112025.MOV,650,2,281859.0,0.8652420938014984
45112025.MOV,651,2,283162.0,0.8816467225551605
45112025.MOV,652,2,284496.0,0.863723486661911
45112025.MOV,653,2,285485.5,0.8429518342018127
45112025.MOV,654,2,284355.0,0.7811041176319122
45112025.MOV,655,2,285142.0,0.8328537046909332
45112025.MOV,656,2,284303.0,0.7624152302742004
45112025.MOV,657,2,285174.0,0.7646794021129608
45112025.MOV,658,3,304411.0,0.6251754363377889
45112025.MOV,659,3,304257.3333333333,0.6084547638893127
45112025.MOV,660,3,306198.0,0.806896299123764
45112025.MOV,661,3,307293.3333333333,0.628368983666102
45112025.MOV,662,3,305377.6666666667,0.6345057388146719
45112025.MOV,663,3,304944.3333333333,0.6516114175319672
45112025.MOV,664,3,306733.3333333333,0.6560940643151602
45112025.MOV,665,3,308020.6666666667,0.6190088192621866
45112025.MOV,666,3,308831.3333333333,0.6364748179912567
45112025.MOV,667,3,308428.3333333333,0.6490746637185415
45112025.MOV,668,3,308566.0,0.6427939832210541
45112025.MOV,669,3,308571.3333333333,0.6573887467384338
45112025.MOV,670,3,308430.6666666667,0.6765296161174774
45112025.MOV,671,3,306365.3333333333,0.6786614159742991
45112025.MOV,672,3,304845.6666666667,0.6794386009375254
45112025.MOV,673,3,304639.6666666667,0.6736117204030355
45112025.MOV,674,3,304506.6666666667,0.6795513530572256
45112025.MOV,675,3,304480.6666666667,0.8865110874176025
45112025.MOV,676,3,304342.6666666667,0.8824988305568695
45112025.MOV,677,3,305473.6666666667,0.6754081050554911
45112025.MOV,678,3,303900.3333333333,0.6739629606405894
45112025.MOV,679,3,303354.3333333333,0.6565201381842295
45112025.MOV,680,3,303320.3333333333,0.6612120072046915
45112025.MOV,681,3,302631.3333333333,0.6631710032622019
45112025.MOV,682,3,302796.0,0.6765602131684622
45112025.MOV,683,3,302755.0,0.668956071138382
45112025.MOV,684,3,302579.3333333333,0.6717163324356079
45112025.MOV,685,3,304231.6666666667,0.6451189716657003
45112025.MOV,686,3,303205.3333333333,0.6532996793588003
45112025.MOV,687,3,300972.6666666667,0.566700687011083
45112025.MOV,688,3,300181.0,0.636641338467598
45112025.MOV,689,3,300785.6666666667,0.5712618827819824
45112025.MOV,690,3,301115.6666666667,0.5818402320146561
45112025.MOV,691,3,280904.0,0.6725749969482422
45112025.MOV,692,3,277621.6666666667,0.6463460624217987
45112025.MOV,693,3,275971.0,0.6644878387451172
45112025.MOV,694,3,276376.6666666667,0.5530282557010651
45112025.MOV,695,4,284191.25,0.47902121146519977
45112025.MOV,696,4,286289.0,0.5165114998817444
45112025.MOV,697,4,287737.5,0.4126539081335068
45112025.MOV,698,4,287258.25,0.5561146885156631
45112025.MOV,699,4,286462.5,0.5052972286939621
45112025.MOV,700,4,285482.75,0.43184466660022736
45112025.MOV,701,4,284557.0,0.48288312554359436
45112025.MOV,702,4,283755.5,0.41851238906383514
45112025.MOV,703,4,282668.25,0.6898626089096069
45112025.MOV,704,5,271788.8,0.5375134497880936
45112025.MOV,705,5,271010.4,0.5491383373737335
45112025.MOV,706,5,270408.4,0.5131167471408844
45112025.MOV,707,5,250385.2,0.416278342405955
45112025.MOV,708,5,242838.0,0.4166708290576935
45112025.MOV,709,5,240767.8,0.43271296223004657
45112025.MOV,710,5,235878.0,0.40848375360171
45112025.MOV,711,5,231448.8,0.42831528186798096
45112025.MOV,712,5,241391.6,0.35856160521507263
45112025.MOV,713,5,237744.0,0.43429623047510785
45112025.MOV,714,5,233973.0,0.4423407018184662
45112025.MOV,715,5,226772.2,0.4051113824049632
45112025.MOV,716,5,221766.0,0.4001280764738719
45112025.MOV,717,5,217678.2,0.5560129284858704
45112025.MOV,718,5,214195.2,0.582247793674469
45112025.MOV,719,5,210491.8,0.43101168672243756
45112025.MOV,720,5,207022.2,0.5275203585624695
45112025.MOV,721,5,206766.0,0.4774365723133087
45112025.MOV,722,5,204125.0,0.37353403369585675
45112025.MOV,723,5,201182.2,0.4383147358894348
45112025.MOV,724,5,198638.6,0.4328576326370239
45112025.MOV,725,5,198540.4,0.468526229262352
45112025.MOV,726,5,197938.2,0.4551454782485962
45112025.MOV,727,5,199633.8,0.38013868033885956
45112025.MOV,728,5,196496.0,0.3609994351863861
45112025.MOV,729,5,195368.0,0.3297838568687439
45112025.MOV,730,5,196956.6,0.39645283420880634
45112025.MOV,731,5,196099.0,0.45225436488787335
45112025.MOV,732,5,191729.8,0.3733417789141337
45112025.MOV,733,5,191317.8,0.40245671570301056
45112025.MOV,734,5,188586.2,0.3861810564994812
45112025.MOV,735,5,186580.0,0.37661925951639813
45112025.MOV,736,5,185410.4,0.28395524621009827
45112025.MOV,737,5,184402.6,0.3802062124013901
45112025.MOV,738,5,183304.4,0.4830324649810791
45112025.MOV,739,5,198713.2,0.34254175424575806
45112025.MOV,740,4,250384.5,0.32815955579280853
45112025.MOV,741,4,253126.75,0.2803533375263214
45112025.MOV,742,4,232194.25,0.4230736047029495
45112025.MOV,743,3,225570.33333333334,0.36552982529004413
45112025.MOV,744,3,225590.66666666666,0.25055572390556335
45112025.MOV,745,3,223368.0,0.3375987410545349
45112025.MOV,746,3,241746.33333333334,0.3154665231704712
45112025.MOV,747,3,245738.0,0.4579322338104248
45112025.MOV,748,3,249755.66666666666,0.33142760396003723
45112025.MOV,749,3,252366.66666666666,0.5096510499715805
45112025.MOV,750,3,254987.66666666666,0.6187010109424591
45112025.MOV,751,3,288136.0,0.4744029740492503
45112025.MOV,752,3,295635.6666666667,0.7184725105762482
45112025.MOV,753,3,301532.6666666667,0.5071950952212015
45112025.MOV,754,3,307505.0,0.7918388247489929
45112025.MOV,755,3,310552.6666666667,0.7231346368789673
45112025.MOV,756,3,312188.0,0.7341393828392029
45112025.MOV,757,3,311922.6666666667,0.7968036234378815
45112025.MOV,758,3,314269.6666666667,0.5745794475078583
45112025.MOV,759,3,311986.6666666667,0.516502320766449
45112025.MOV,760,3,310704.0,0.42198866605758667
45112025.MOV,761,3,308190.6666666667,0.6170839667320251
45112025.MOV,762,3,305702.6666666667,0.6116117238998413
45112025.MOV,763,3,301755.0,0.32934218645095825
45112025.MOV,764,4,262941.25,0.5356790721416473
45112025.MOV,765,4,258453.0,0.5808507651090622
45112025.MOV,766,4,254031.0,0.5985192656517029
45112025.MOV,767,4,250364.75,0.6092691868543625
45112025.MOV,768,4,226009.25,0.5531205336252848
45112025.MOV,769,4,220548.25,0.3994370996952057
45112025.MOV,770,4,241348.0,0.4820101857185364
45112025.MOV,771,4,206024.0,0.43006084114313126
45112025.MOV,772,4,209746.5,0.6072431206703186
45112025.MOV,773,4,187030.0,0.5717718005180359
45112025.MOV,774,4,174194.0,0.5223117470741272
45112025.MOV,775,4,162401.5,0.4370235602060954
45112025.MOV,776,4,155909.5,0.506258487701416
45112025.MOV,777,4,149280.5,0.32652702927589417
45112025.MOV,778,4,143533.5,0.30167338252067566
45112025.MOV,779,4,124800.25,0.4697185903787613
45112025.MOV,780,4,121522.75,0.3489968478679657
45112025.MOV,781,4,113812.0,0.40909284353256226
45112025.MOV,782,4,108333.75,0.6203749775886536
45112025.MOV,783,4,111308.75,0.6247031688690186
45112025.MOV,784,4,109444.5,0.6173231899738312
45112025.MOV,785,4,130065.75,0.305109570423762
45112025.MOV,786,4,129035.0,0.48234280943870544
45112025.MOV,787,4,124442.0,0.8326758742332458
45112025.MOV,788,4,122083.0,0.8494837880134583
45112025.MOV,789,4,116821.0,0.7452880442142487
45112025.MOV,790,4,110938.75,0.8399407863616943
45112025.MOV,791,4,120605.0,0.6114535530408224
45112025.MOV,792,4,120800.0,0.7745667695999146
45112025.MOV,793,4,121686.0,0.6000814586877823
45112025.MOV,794,4,123844.5,0.5573336780071259
45112025.MOV,795,4,112992.25,0.6334879696369171
45112025.MOV,796,4,121429.75,0.5696780532598495
45112025.MOV,797,4,121596.25,0.8723762631416321
45112025.MOV,798,4,111986.5,0.5429431349039078
45112025.MOV,799,4,110539.5,0.582166001200676
45112025.MOV,800,4,124909.25,0.6094464361667633
45112025.MOV,801,4,131780.75,0.7111470699310303
45112025.MOV,802,3,179244.0,0.6659035980701447
45112025.MOV,803,3,145709.0,0.5882482131322225
45112025.MOV,804,3,148069.66666666666,0.5701717634995779
45112025.MOV,805,3,150666.33333333334,0.6911808649698893
45112025.MOV,806,3,154386.33333333334,0.6966520051161448
45112025.MOV,807,3,154469.33333333334,0.5233431160449982
45112025.MOV,808,3,155150.66666666666,0.5837487876415253
45112025.MOV,809,3,155413.33333333334,0.46050895750522614
45112025.MOV,810,3,170421.0,0.5175265073776245
45112025.MOV,811,4,192033.5,0.5501877168814341
45112025.MOV,812,4,193534.0,0.5344250301520029
45112025.MOV,813,4,195251.75,0.48763800660769147
45112025.MOV,814,4,196019.5,0.5117047131061554
45112025.MOV,815,5,211401.2,0.42439141869544983
45112025.MOV,816,5,213617.2,0.5426935354868571
45112025.MOV,817,5,215591.8,0.590888500213623
45112025.MOV,818,5,216600.4,0.5988293439149857
45112025.MOV,819,5,218395.4,0.45778888463974
45112025.MOV,820,5,220053.8,0.47688405712445575
45112025.MOV,821,5,221994.2,0.4442196587721507
45112025.MOV,822,5,220039.4,0.5044517815113068
45112025.MOV,823,5,220066.0,0.419302761554718
45112025.MOV,824,5,220892.8,0.4702472537755966
45112025.MOV,825,5,221553.0,0.8007615208625793
45112025.MOV,826,6,216534.83333333334,0.69183349609375
45112025.MOV,827,6,217142.16666666666,0.5042499527335167
45112025.MOV,828,6,217190.5,0.7595314582188925
45112025.MOV,829,6,217074.83333333334,0.7294497092564901
45112025.MOV,830,6,216538.66666666666,0.7291380365689596
45112025.MOV,831,6,216638.33333333334,0.5049369484186172
45112025.MOV,832,6,216060.83333333334,0.6601143479347229
45112025.MOV,833,6,202427.66666666666,0.5522551164031029
45112025.MOV,834,6,201347.5,0.5983723898728689
45112025.MOV,835,6,200886.16666666666,0.5155383547147115
45112025.MOV,836,6,199826.0,0.5636280998587608
45112025.MOV,837,6,199415.66666666666,0.43449752777814865
45112025.MOV,838,6,191500.0,0.48406730890274047
45112025.MOV,839,6,195589.83333333334,0.4988888204097748
45112025.MOV,840,6,195230.66666666666,0.63334192832311
45112025.MOV,841,5,229353.0,0.6093837320804596
45112025.MOV,842,5,228275.2,0.6728818267583847
45112025.MOV,843,5,228406.0,0.6600546091794968
45112025.MOV,844,5,228459.2,0.5210778415203094
45112025.MOV,845,5,228418.8,0.6953923404216766
45112025.MOV,846,5,228682.0,0.5980553850531578
45112025.MOV,847,5,229411.2,0.6014455109834671
45112025.MOV,848,5,231172.8,0.580519862473011
45112025.MOV,849,5,231775.4,0.5182725861668587
45112025.MOV,850,6,231731.66666666666,0.4983989715576172
45112025.MOV,851,6,231945.33333333334,0.6486486295859019
45112025.MOV,852,6,233568.66666666666,0.5573289021849632
45112025.MOV,853,6,234128.83333333334,0.7245665589968363
45112025.MOV,854,6,234641.0,0.6579079131285349
45112025.MOV,855,6,235403.5,0.7338515520095825
45112025.MOV,856,6,236743.33333333334,0.7667145331700643
45112025.MOV,857,6,238204.33333333334,0.6014663353562355
45112025.MOV,858,6,238437.83333333334,0.662504032254219
45112025.MOV,859,6,238001.0,0.5879524797201157
45112025.MOV,860,6,238289.33333333334,0.6767495473225912
45112025.MOV,861,6,238449.66666666666,0.515866830945015
45112025.MOV,862,6,239883.16666666666,0.5247083703676859
45112025.MOV,863,6,239723.5,0.551551342010498
45112025.MOV,864,6,255347.16666666666,0.4888034264246623
45112025.MOV,865,6,256562.16666666666,0.4687652960419655
45112025.MOV,866,6,257278.83333333334,0.42162808775901794
45112025.MOV,867,6,258110.0,0.476181964079539
